02000US1 |1 |Northeast |B17001 |1 |Total: |53,147,002 |+/-8,533 |53,138,469 |53,155,535 |5,188
02000US1 |1 |Northeast |B17001D |12 |35 to 44 years |22,023 |+/-2,749 |19,274 |24,772 |1,671
02000US1 |1 |Northeast |B17001D |13 |45 to 54 years |19,627 |+/-2,604 |17,023 |22,231 |1,583
02000US1 |1 |Northeast |B17001D |14 |55 to 64 years |10,288 |+/-1,653 |8,635 |11,941 |1,005
02000US1 |1 |Northeast |B17001D |15 |65 to 74 years |10,654 |+/-1,538 |9,116 |12,192 |935
02000US1 |1 |Northeast |B17001D |16 |75 years and over |6,736 |+/-1,041 |5,695 |7,777 |633
02000US1 |1 |Northeast |B17001D |17 |Female: |179,917 |+/-10,444 |169,473 |190,361 |6,349
02000US1 |1 |Northeast |B17001D |18 |Under 5 years |14,263 |+/-2,304 |11,959 |16,567 |1,401
02000US1 |1 |Northeast |B17001D |19 |5 years |2,905 |+/-1,117 |1,788 |4,022 |679
02000US1 |1 |Northeast |B17001D |20 |6 to 11 years |13,213 |+/-2,101 |11,112 |15,314 |1,277
02000US1 |1 |Northeast |B17001D |21 |12 to 14 years |5,960 |+/-1,281 |4,679 |7,241 |779
02000US1 |1 |Northeast |B17001D |22 |15 years |3,050 |+/-771 |2,279 |3,821 |469
02000US1 |1 |Northeast |B17001D |23 |16 and 17 years |4,706 |+/-1,002 |3,704 |5,708 |609
02000US1 |1 |Northeast |B17001D |24 |18 to 24 years |25,647 |+/-2,554 |23,093 |28,201 |1,553
02000US1 |1 |Northeast |B17001D |25 |25 to 34 years |31,309 |+/-2,851 |28,458 |34,160 |1,733
02000US1 |1 |Northeast |B17001D |26 |35 to 44 years |25,859 |+/-3,007 |22,852 |28,866 |1,828
02000US1 |1 |Northeast |B17001D |27 |45 to 54 years |17,203 |+/-2,067 |15,136 |19,270 |1,257
02000US1 |1 |Northeast |B17001D |28 |55 to 64 years |13,747 |+/-1,721 |12,026 |15,468 |1,046
02000US1 |1 |Northeast |B17001D |29 |65 to 74 years |11,946 |+/-1,624 |10,322 |13,570 |987
02000US1 |1 |Northeast |B17001D |30 |75 years and over |10,109 |+/-1,446 |8,663 |11,555 |879
02000US1 |1 |Northeast |B17001D |31 |Income in the past 12 months at or above poverty level: |2,362,996 |+/-17,882 |2,345,114 |2,380,878 |10,870
02000US1 |1 |Northeast |B17001D |32 |Male: |1,171,405 |+/-10,624 |1,160,781 |1,182,029 |6,459
02000US1 |1 |Northeast |B17001D |33 |Under 5 years |79,381 |+/-2,511 |76,870 |81,892 |1,527
02000US1 |1 |Northeast |B17001D |34 |5 years |16,842 |+/-2,035 |14,807 |18,877 |1,237
02000US1 |1 |Northeast |B17001D |35 |6 to 11 years |86,985 |+/-3,543 |83,442 |90,528 |2,154
02000US1 |1 |Northeast |B17001D |36 |12 to 14 years |40,095 |+/-3,043 |37,052 |43,138 |1,850
02000US1 |1 |Northeast |B17001D |37 |15 years |14,278 |+/-1,501 |12,777 |15,779 |913
02000US1 |1 |Northeast |B17001D |38 |16 and 17 years |28,066 |+/-1,879 |26,187 |29,945 |1,142
02000US1 |1 |Northeast |B17001D |39 |18 to 24 years |94,569 |+/-3,890 |90,679 |98,459 |2,365
02000US1 |1 |Northeast |B17001D |40 |25 to 34 years |222,247 |+/-4,563 |217,684 |226,810 |2,774
02000US1 |1 |Northeast |B17001D |41 |35 to 44 years |234,629 |+/-3,949 |230,680 |238,578 |2,401
02000US1 |1 |Northeast |B17001D |42 |45 to 54 years |172,326 |+/-3,490 |168,836 |175,816 |2,121
02000US1 |1 |Northeast |B17001D |43 |55 to 64 years |107,176 |+/-2,580 |104,596 |109,756 |1,569
02000US1 |1 |Northeast |B17001D |44 |65 to 74 years |52,007 |+/-2,145 |49,862 |54,152 |1,304
02000US1 |1 |Northeast |B17001D |45 |75 years and over |22,804 |+/-1,728 |21,076 |24,532 |1,050
02000US1 |1 |Northeast |B17001D |46 |Female: |1,191,591 |+/-9,980 |1,181,611 |1,201,571 |6,067
02000US1 |1 |Northeast |B17001D |47 |Under 5 years |75,645 |+/-3,026 |72,619 |78,671 |1,840
02000US1 |1 |Northeast |B17001D |48 |5 years |18,089 |+/-2,306 |15,783 |20,395 |1,402
02000US1 |1 |Northeast |B17001D |49 |6 to 11 years |86,841 |+/-3,171 |83,670 |90,012 |1,928
02000US1 |1 |Northeast |B17001D |50 |12 to 14 years |39,049 |+/-2,768 |36,281 |41,817 |1,682
02000US1 |1 |Northeast |B17001D |51 |15 years |12,761 |+/-1,436 |11,325 |14,197 |873
02000US1 |1 |Northeast |B17001D |52 |16 and 17 years |26,244 |+/-1,861 |24,383 |28,105 |1,131
02000US1 |1 |Northeast |B17001D |53 |18 to 24 years |86,022 |+/-3,111 |82,911 |89,133 |1,891
02000US1 |1 |Northeast |B17001D |54 |25 to 34 years |233,281 |+/-4,085 |229,196 |237,366 |2,483
02000US1 |1 |Northeast |B17001D |55 |35 to 44 years |229,407 |+/-3,745 |225,662 |233,152 |2,276
02000US1 |1 |Northeast |B17001D |56 |45 to 54 years |181,642 |+/-2,783 |178,859 |184,425 |1,692
02000US1 |1 |Northeast |B17001D |57 |55 to 64 years |113,898 |+/-2,380 |111,518 |116,278 |1,447
02000US1 |1 |Northeast |B17001D |58 |65 to 74 years |57,324 |+/-2,554 |54,770 |59,878 |1,553
02000US1 |1 |Northeast |B17001D |59 |75 years and over |31,388 |+/-1,856 |29,532 |33,244 |1,128
02000US1 |1 |Northeast |B17001E |1 |Total: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |2 |Income in the past 12 months below poverty level: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |3 |Male: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |4 |Under 5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |5 |5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |6 |6 to 11 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |7 |12 to 14 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |8 |15 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |9 |16 and 17 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |10 |18 to 24 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |11 |25 to 34 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |12 |35 to 44 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |13 |45 to 54 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |14 |55 to 64 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |15 |65 to 74 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |16 |75 years and over |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |17 |Female: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |18 |Under 5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |19 |5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |20 |6 to 11 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |21 |12 to 14 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |22 |15 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |23 |16 and 17 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |24 |18 to 24 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |25 |25 to 34 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |26 |35 to 44 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |27 |45 to 54 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |28 |55 to 64 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |29 |65 to 74 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |30 |75 years and over |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |31 |Income in the past 12 months at or above poverty level: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |32 |Male: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |33 |Under 5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |34 |5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |35 |6 to 11 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |36 |12 to 14 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |37 |15 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |38 |16 and 17 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |39 |18 to 24 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |40 |25 to 34 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |41 |35 to 44 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |42 |45 to 54 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |43 |55 to 64 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |44 |65 to 74 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |45 |75 years and over |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |46 |Female: |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |47 |Under 5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |48 |5 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |49 |6 to 11 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |50 |12 to 14 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |51 |15 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |52 |16 and 17 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |53 |18 to 24 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |54 |25 to 34 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |55 |35 to 44 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |56 |45 to 54 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |57 |55 to 64 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |58 |65 to 74 years |N |N |N |N |N
02000US1 |1 |Northeast |B17001E |59 |75 years and over |N |N |N |N |N
02000US1 |1 |Northeast |B17001F |1 |Total: |3,171,522 |+/-36,654 |3,134,868 |3,208,176 |22,282
02000US1 |1 |Northeast |B17001F |2 |Income in the past 12 months below poverty level: |810,911 |+/-23,721 |787,190 |834,632 |14,420
02000US1 |1 |Northeast |B17001F |3 |Male: |346,319 |+/-13,769 |332,550 |360,088 |8,370
02000US1 |1 |Northeast |B17001F |4 |Under 5 years |45,867 |+/-4,135 |41,732 |50,002 |2,514
02000US1 |1 |Northeast |B17001F |5 |5 years |9,760 |+/-1,944 |7,816 |11,704 |1,182
02000US1 |1 |Northeast |B17001F |6 |6 to 11 years |55,106 |+/-4,153 |50,953 |59,259 |2,525
02000US1 |1 |Northeast |B17001F |7 |12 to 14 years |26,229 |+/-2,599 |23,630 |28,828 |1,580
02000US1 |1 |Northeast |B17001F |8 |15 years |9,342 |+/-1,391 |7,951 |10,733 |845
02000US1 |1 |Northeast |B17001F |9 |16 and 17 years |17,418 |+/-2,143 |15,275 |19,561 |1,303
02000US1 |1 |Northeast |B17001F |10 |18 to 24 years |43,129 |+/-4,141 |38,988 |47,270 |2,517
02000US1 |1 |Northeast |B17001F |11 |25 to 34 years |46,035 |+/-4,827 |41,208 |50,862 |2,935
02000US1 |1 |Northeast |B17001F |12 |35 to 44 years |40,375 |+/-3,664 |36,711 |44,039 |2,228
02000US1 |1 |Northeast |B17001F |13 |45 to 54 years |25,012 |+/-3,162 |21,850 |28,174 |1,922
02000US1 |1 |Northeast |B17001F |14 |55 to 64 years |14,899 |+/-1,966 |12,933 |16,865 |1,195
02000US1 |1 |Northeast |B17001F |15 |65 to 74 years |8,771 |+/-1,509 |7,262 |10,280 |918
02000US1 |1 |Northeast |B17001F |16 |75 years and over |4,376 |+/-1,102 |3,274 |5,478 |670
02000US1 |1 |Northeast |B17001F |17 |Female: |464,592 |+/-14,025 |450,567 |478,617 |8,526
02000US1 |1 |Northeast |B17001F |18 |Under 5 years |48,667 |+/-3,773 |44,894 |52,440 |2,293
02000US1 |1 |Northeast |B17001F |19 |5 years |7,570 |+/-1,452 |6,118 |9,022 |883
02000US1 |1 |Northeast |B17001F |20 |6 to 11 years |57,846 |+/-4,189 |53,657 |62,035 |2,547
02000US1 |1 |Northeast |B17001F |21 |12 to 14 years |26,451 |+/-2,717 |23,734 |29,168 |1,652
02000US1 |1 |Northeast |B17001F |22 |15 years |7,967 |+/-1,428 |6,539 |9,395 |868
02000US1 |1 |Northeast |B17001F |23 |16 and 17 years |16,585 |+/-2,184 |14,401 |18,769 |1,328
02000US1 |1 |Northeast |B17001F |24 |18 to 24 years |54,820 |+/-4,466 |50,354 |59,286 |2,715
02000US1 |1 |Northeast |B17001F |25 |25 to 34 years |78,093 |+/-4,877 |73,216 |82,970 |2,965
02000US1 |1 |Northeast |B17001F |26 |35 to 44 years |66,037 |+/-3,869 |62,168 |69,906 |2,352
02000US1 |1 |Northeast |B17001F |27 |45 to 54 years |42,906 |+/-3,381 |39,525 |46,287 |2,055
02000US1 |1 |Northeast |B17001F |28 |55 to 64 years |29,690 |+/-2,496 |27,194 |32,186 |1,517
02000US1 |1 |Northeast |B17001F |29 |65 to 74 years |16,632 |+/-1,783 |14,849 |18,415 |1,084
02000US1 |1 |Northeast |B17001F |30 |75 years and over |11,328 |+/-1,807 |9,521 |13,135 |1,098
02000US1 |1 |Northeast |B17001F |31 |Income in the past 12 months at or above poverty level: |2,360,611 |+/-38,120 |2,322,491 |2,398,731 |23,174
02000US1 |1 |Northeast |B17001F |32 |Male: |1,220,585 |+/-22,364 |1,198,221 |1,242,949 |13,595
02000US1 |1 |Northeast |B17001F |33 |Under 5 years |85,579 |+/-4,685 |80,894 |90,264 |2,848
02000US1 |1 |Northeast |B17001F |34 |5 years |17,018 |+/-2,052 |14,966 |19,070 |1,247
02000US1 |1 |Northeast |B17001F |35 |6 to 11 years |105,794 |+/-5,213 |100,581 |111,007 |3,169
02000US1 |1 |Northeast |B17001F |36 |12 to 14 years |53,927 |+/-4,220 |49,707 |58,147 |2,565
02000US1 |1 |Northeast |B17001F |37 |15 years |18,628 |+/-1,961 |16,667 |20,589 |1,192
02000US1 |1 |Northeast |B17001F |38 |16 and 17 years |38,672 |+/-3,337 |35,335 |42,009 |2,029
02000US1 |1 |Northeast |B17001F |39 |18 to 24 years |154,007 |+/-6,080 |147,927 |160,087 |3,696
02000US1 |1 |Northeast |B17001F |40 |25 to 34 years |252,285 |+/-8,030 |244,255 |260,315 |4,882
02000US1 |1 |Northeast |B17001F |41 |35 to 44 years |221,525 |+/-6,759 |214,766 |228,284 |4,109
02000US1 |1 |Northeast |B17001F |42 |45 to 54 years |149,505 |+/-5,204 |144,301 |154,709 |3,164
02000US1 |1 |Northeast |B17001F |43 |55 to 64 years |77,477 |+/-3,810 |73,667 |81,287 |2,316
02000US1 |1 |Northeast |B17001F |44 |65 to 74 years |32,452 |+/-2,779 |29,673 |35,231 |1,689
02000US1 |1 |Northeast |B17001F |45 |75 years and over |13,716 |+/-1,769 |11,947 |15,485 |1,075
02000US1 |1 |Northeast |B17001F |46 |Female: |1,140,026 |+/-20,525 |1,119,501 |1,160,551 |12,477
02000US1 |1 |Northeast |B17001F |47 |Under 5 years |85,103 |+/-5,075 |80,028 |90,178 |3,085
02000US1 |1 |Northeast |B17001F |48 |5 years |15,440 |+/-1,881 |13,559 |17,321 |1,144
02000US1 |1 |Northeast |B17001F |49 |6 to 11 years |93,283 |+/-4,564 |88,719 |97,847 |2,775
02000US1 |1 |Northeast |B17001F |50 |12 to 14 years |53,744 |+/-3,527 |50,217 |57,271 |2,144
02000US1 |1 |Northeast |B17001F |51 |15 years |20,624 |+/-2,200 |18,424 |22,824 |1,337
02000US1 |1 |Northeast |B17001F |52 |16 and 17 years |37,188 |+/-2,844 |34,344 |40,032 |1,729
02000US1 |1 |Northeast |B17001F |53 |18 to 24 years |126,539 |+/-5,624 |120,915 |132,163 |3,419
02000US1 |1 |Northeast |B17001F |54 |25 to 34 years |206,482 |+/-6,823 |199,659 |213,305 |4,148
02000US1 |1 |Northeast |B17001F |55 |35 to 44 years |200,388 |+/-5,557 |194,831 |205,945 |3,378
02000US1 |1 |Northeast |B17001F |56 |45 to 54 years |150,748 |+/-6,194 |144,554 |156,942 |3,765
02000US1 |1 |Northeast |B17001F |57 |55 to 64 years |84,294 |+/-3,511 |80,783 |87,805 |2,134
02000US1 |1 |Northeast |B17001F |58 |65 to 74 years |41,934 |+/-3,310 |38,624 |45,244 |2,012
02000US1 |1 |Northeast |B17001F |59 |75 years and over |24,259 |+/-2,376 |21,883 |26,635 |1,445
02000US1 |1 |Northeast |B17001G |1 |Total: |812,126 |+/-19,619 |792,507 |831,745 |11,926
02000US1 |1 |Northeast |B17001G |2 |Income in the past 12 months below poverty level: |155,206 |+/-9,932 |145,274 |165,138 |6,038
02000US1 |1 |Northeast |B17001G |3 |Male: |69,259 |+/-5,413 |63,846 |74,672 |3,290
02000US1 |1 |Northeast |B17001G |4 |Under 5 years |18,620 |+/-3,077 |15,543 |21,697 |1,870
02000US1 |1 |Northeast |B17001G |5 |5 years |3,600 |+/-1,122 |2,478 |4,722 |682
02000US1 |1 |Northeast |B17001G |6 |6 to 11 years |11,994 |+/-1,879 |10,115 |13,873 |1,142
02000US1 |1 |Northeast |B17001G |7 |12 to 14 years |3,914 |+/-1,047 |2,867 |4,961 |637
02000US1 |1 |Northeast |B17001G |8 |15 years |1,489 |+/-589 |900 |2,078 |358
02000US1 |1 |Northeast |B17001G |9 |16 and 17 years |4,033 |+/-960 |3,073 |4,993 |583
02000US1 |1 |Northeast |B17001G |10 |18 to 24 years |6,494 |+/-1,432 |5,062 |7,926 |870
02000US1 |1 |Northeast |B17001G |11 |25 to 34 years |5,175 |+/-1,035 |4,140 |6,210 |629
02000US1 |1 |Northeast |B17001G |12 |35 to 44 years |5,490 |+/-1,059 |4,431 |6,549 |644
02000US1 |1 |Northeast |B17001G |13 |45 to 54 years |4,237 |+/-1,009 |3,228 |5,246 |613
02000US1 |1 |Northeast |B17001G |14 |55 to 64 years |2,746 |+/-722 |2,024 |3,468 |439
02000US1 |1 |Northeast |B17001G |15 |65 to 74 years |819 |+/-348 |471 |1,167 |212
02000US1 |1 |Northeast |B17001G |16 |75 years and over |648 |+/-341 |307 |989 |208
02000US1 |1 |Northeast |B17001G |17 |Female: |85,947 |+/-6,216 |79,731 |92,163 |3,779
02000US1 |1 |Northeast |B17001G |18 |Under 5 years |17,133 |+/-2,601 |14,532 |19,734 |1,581
02000US1 |1 |Northeast |B17001G |19 |5 years |2,486 |+/-897 |1,589 |3,383 |545
02000US1 |1 |Northeast |B17001G |20 |6 to 11 years |12,786 |+/-2,082 |10,704 |14,868 |1,265
02000US1 |1 |Northeast |B17001G |21 |12 to 14 years |5,456 |+/-1,448 |4,008 |6,904 |880
02000US1 |1 |Northeast |B17001G |22 |15 years |1,753 |+/-584 |1,169 |2,337 |355
02000US1 |1 |Northeast |B17001G |23 |16 and 17 years |2,253 |+/-667 |1,586 |2,920 |405
02000US1 |1 |Northeast |B17001G |24 |18 to 24 years |10,404 |+/-1,637 |8,767 |12,041 |995
02000US1 |1 |Northeast |B17001G |25 |25 to 34 years |12,793 |+/-1,966 |10,827 |14,759 |1,195
02000US1 |1 |Northeast |B17001G |26 |35 to 44 years |7,440 |+/-1,059 |6,381 |8,499 |644
02000US1 |1 |Northeast |B17001G |27 |45 to 54 years |5,273 |+/-1,019 |4,254 |6,292 |620
02000US1 |1 |Northeast |B17001G |28 |55 to 64 years |3,475 |+/-753 |2,722 |4,228 |458
02000US1 |1 |Northeast |B17001G |29 |65 to 74 years |2,047 |+/-661 |1,386 |2,708 |402
02000US1 |1 |Northeast |B17001G |30 |75 years and over |2,648 |+/-1,015 |1,633 |3,663 |617
02000US1 |1 |Northeast |B17001G |31 |Income in the past 12 months at or above poverty level: |656,920 |+/-17,425 |639,495 |674,345 |10,593
02000US1 |1 |Northeast |B17001G |32 |Male: |323,753 |+/-9,637 |314,116 |333,390 |5,859
02000US1 |1 |Northeast |B17001G |33 |Under 5 years |51,808 |+/-4,090 |47,718 |55,898 |2,486
02000US1 |1 |Northeast |B17001G |34 |5 years |9,146 |+/-1,288 |7,858 |10,434 |783
02000US1 |1 |Northeast |B17001G |35 |6 to 11 years |50,489 |+/-3,466 |47,023 |53,955 |2,107
02000US1 |1 |Northeast |B17001G |36 |12 to 14 years |22,862 |+/-2,216 |20,646 |25,078 |1,347
02000US1 |1 |Northeast |B17001G |37 |15 years |6,759 |+/-951 |5,808 |7,710 |578
02000US1 |1 |Northeast |B17001G |38 |16 and 17 years |10,922 |+/-1,479 |9,443 |12,401 |899
02000US1 |1 |Northeast |B17001G |39 |18 to 24 years |32,214 |+/-3,241 |28,973 |35,455 |1,970
02000US1 |1 |Northeast |B17001G |40 |25 to 34 years |39,854 |+/-3,685 |36,169 |43,539 |2,240
02000US1 |1 |Northeast |B17001G |41 |35 to 44 years |37,247 |+/-2,989 |34,258 |40,236 |1,817
02000US1 |1 |Northeast |B17001G |42 |45 to 54 years |29,526 |+/-2,923 |26,603 |32,449 |1,777
02000US1 |1 |Northeast |B17001G |43 |55 to 64 years |19,547 |+/-2,239 |17,308 |21,786 |1,361
02000US1 |1 |Northeast |B17001G |44 |65 to 74 years |8,684 |+/-1,394 |7,290 |10,078 |848
02000US1 |1 |Northeast |B17001G |45 |75 years and over |4,695 |+/-877 |3,818 |5,572 |533
02000US1 |1 |Northeast |B17001G |46 |Female: |333,167 |+/-10,859 |322,308 |344,026 |6,601
02000US1 |1 |Northeast |B17001G |47 |Under 5 years |51,607 |+/-3,924 |47,683 |55,531 |2,386
02000US1 |1 |Northeast |B17001G |48 |5 years |7,643 |+/-1,592 |6,051 |9,235 |968
02000US1 |1 |Northeast |B17001G |49 |6 to 11 years |49,066 |+/-3,771 |45,295 |52,837 |2,292
02000US1 |1 |Northeast |B17001G |50 |12 to 14 years |21,655 |+/-2,392 |19,263 |24,047 |1,454
02000US1 |1 |Northeast |B17001G |51 |15 years |6,104 |+/-1,024 |5,080 |7,128 |623
02000US1 |1 |Northeast |B17001G |52 |16 and 17 years |13,105 |+/-1,570 |11,535 |14,675 |954
02000US1 |1 |Northeast |B17001G |53 |18 to 24 years |36,175 |+/-3,409 |32,766 |39,584 |2,073
02000US1 |1 |Northeast |B17001G |54 |25 to 34 years |38,486 |+/-3,003 |35,483 |41,489 |1,825
02000US1 |1 |Northeast |B17001G |55 |35 to 44 years |36,238 |+/-3,350 |32,888 |39,588 |2,037
02000US1 |1 |Northeast |B17001G |56 |45 to 54 years |32,691 |+/-2,761 |29,930 |35,452 |1,678
02000US1 |1 |Northeast |B17001G |57 |55 to 64 years |20,098 |+/-2,145 |17,953 |22,243 |1,304
02000US1 |1 |Northeast |B17001G |58 |65 to 74 years |11,781 |+/-1,818 |9,963 |13,599 |1,105
02000US1 |1 |Northeast |B17001G |59 |75 years and over |8,518 |+/-1,200 |7,318 |9,718 |730
02000US1 |1 |Northeast |B17001H |1 |Total: |37,838,604 |+/-17,223 |37,821,381 |37,855,827 |10,470
02000US1 |1 |Northeast |B17001H |2 |Income in the past 12 months below poverty level: |3,024,911 |+/-37,618 |2,987,293 |3,062,529 |22,868
02000US1 |1 |Northeast |B17001H |3 |Male: |1,295,416 |+/-19,086 |1,276,330 |1,314,502 |11,602
02000US1 |1 |Northeast |B17001H |4 |Under 5 years |112,595 |+/-5,384 |107,211 |117,979 |3,273
02000US1 |1 |Northeast |B17001H |5 |5 years |24,210 |+/-2,861 |21,349 |27,071 |1,739
02000US1 |1 |Northeast |B17001H |6 |6 to 11 years |119,804 |+/-4,721 |115,083 |124,525 |2,870
02000US1 |1 |Northeast |B17001H |7 |12 to 14 years |60,577 |+/-3,668 |56,909 |64,245 |2,230
02000US1 |1 |Northeast |B17001H |8 |15 years |24,173 |+/-2,279 |21,894 |26,452 |1,385
02000US1 |1 |Northeast |B17001H |9 |16 and 17 years |43,571 |+/-3,238 |40,333 |46,809 |1,968
02000US1 |1 |Northeast |B17001H |10 |18 to 24 years |198,636 |+/-7,778 |190,858 |206,414 |4,728
02000US1 |1 |Northeast |B17001H |11 |25 to 34 years |141,388 |+/-6,431 |134,957 |147,819 |3,909
02000US1 |1 |Northeast |B17001H |12 |35 to 44 years |150,116 |+/-5,567 |144,549 |155,683 |3,384
02000US1 |1 |Northeast |B17001H |13 |45 to 54 years |161,898 |+/-6,145 |155,753 |168,043 |3,736
02000US1 |1 |Northeast |B17001H |14 |55 to 64 years |124,878 |+/-4,882 |119,996 |129,760 |2,968
02000US1 |1 |Northeast |B17001H |15 |65 to 74 years |67,041 |+/-4,378 |62,663 |71,419 |2,661
02000US1 |1 |Northeast |B17001H |16 |75 years and over |66,529 |+/-2,777 |63,752 |69,306 |1,688
02000US1 |1 |Northeast |B17001H |17 |Female: |1,729,495 |+/-27,036 |1,702,459 |1,756,531 |16,435
02000US1 |1 |Northeast |B17001H |18 |Under 5 years |110,951 |+/-5,682 |105,269 |116,633 |3,454
02000US1 |1 |Northeast |B17001H |19 |5 years |20,017 |+/-2,498 |17,519 |22,515 |1,519
02000US1 |1 |Northeast |B17001H |20 |6 to 11 years |111,296 |+/-5,444 |105,852 |116,740 |3,309
02000US1 |1 |Northeast |B17001H |21 |12 to 14 years |53,814 |+/-3,490 |50,324 |57,304 |2,121
02000US1 |1 |Northeast |B17001H |22 |15 years |21,445 |+/-1,973 |19,472 |23,418 |1,200
02000US1 |1 |Northeast |B17001H |23 |16 and 17 years |45,476 |+/-3,834 |41,642 |49,310 |2,331
02000US1 |1 |Northeast |B17001H |24 |18 to 24 years |261,048 |+/-8,694 |252,354 |269,742 |5,285
02000US1 |1 |Northeast |B17001H |25 |25 to 34 years |214,394 |+/-7,446 |206,948 |221,840 |4,527
02000US1 |1 |Northeast |B17001H |26 |35 to 44 years |205,235 |+/-6,376 |198,859 |211,611 |3,876
02000US1 |1 |Northeast |B17001H |27 |45 to 54 years |189,862 |+/-5,453 |184,409 |195,315 |3,315
02000US1 |1 |Northeast |B17001H |28 |55 to 64 years |167,235 |+/-6,380 |160,855 |173,615 |3,879
